,Crop,Crop_Year,Season,State,Area,Production,Annual_Rainfall,Fertilizer,Pesticide,Yield
2095,Groundnut,2006,Rabi       ,Karnataka,145532,115262,1146.3,18585891.72,32017.04,0.9432
11781,Groundnut,2010,Kharif     ,Punjab,2200,3900,392.7,365442,528,1.283333333
3578,Ginger,2011,Whole Year ,Tamil Nadu,635,7011,926.5,106375.2,209.55,11.01444444
19294,Sesamum,2006,Summer     ,Odisha,9607,2417,1716.9,1226909.97,2113.54,0.272916667
12583,Soyabean,2012,Kharif     ,Chhattisgarh,101457,126111,1366.8,15299715.6,31451.67,1.294761905
845,Coconut ,2001,Whole Year ,Goa,25025,125120000,2530.6,2555803.25,6506.5,4999.8
3303,Peas & beans (Pulses),2010,Rabi       ,Meghalaya,1035,1420,3119.7,171923.85,248.4,1.274285714
6739,Barley,1999,Rabi       ,Himachal Pradesh,25901,32496,1144.9,2748873.13,6993.27,1.228333333
13095,Maize,2013,Kharif     ,Chhattisgarh,123430,254134,1418.3,17834400.7,33326.1,1.981481481
12288,Maize,2011,Rabi       ,Mizoram,209,268,2439.340909,35011.68,68.97,1.326666667
5484,Arecanut,2018,Kharif     ,Puducherry,52,78,1693.9,8434.4,18.2,1.5
4087,Horse-gram,2013,Kharif     ,Tamil Nadu,13732,8570,740.9,1984136.68,3707.64,0.595454545
3525,Rice,2011,Summer     ,Kerala,47290.01,149217,3035.1,7922022.475,15605.7033,2.7
8987,Gram,2004,Rabi       ,Gujarat,122700,98500,719.8,13293318,25767,0.7275
555,Onion,2000,Whole Year ,Assam,7359,17156,1965.5,722433.03,1913.34,2.331304348
10197,Garlic,2007,Whole Year ,Gujarat,44600,317500,1021.6,5949640,7136,5.839411765
2953,Jowar,2009,Kharif     ,Karnataka,246290,240968,1321,38376907.8,41869.3,0.9875
10693,Ragi,2008,Kharif     ,Himachal Pradesh,2273,2442,1357.1,325129.92,204.57,0.958571429
578,Other Kharif pulses,2000,Kharif     ,Goa,650,314,3886.9,63810.5,169,0.48
2926,Tobacco,2009,Whole Year ,Assam,591,320,1727.1,92089.62,100.47,0.631923077
4019,Jowar,2013,Whole Year ,Kerala,150,119,3255.4,21673.5,40.5,0.846666667
14271,Guar seed,2015,Whole Year ,Gujarat,313428,191530,584.3,49493415.48,103431.24,0.619583333
47,Maize,1997,Summer     ,Karnataka,9730,20893,1266.7,926004.1,3016.3,2.165714286
6963,Sugarcane,1999,Whole Year ,Punjab,108000,6770000,364.4,11462040,29160,62.67266667
11337,Gram,2009,Rabi       ,Jharkhand,15127,11080,996.1,2357089.14,2571.59,0.828333333
15925,Arhar/Tur,2017,Kharif     ,Uttarakhand,3459,3322,1475.8,544584.96,1314.42,0.818888889
3409,Horse-gram,2011,Rabi       ,Andhra Pradesh,24983,10520,861.9,4185152.16,8244.39,0.345
11435,Sunflower,2009,Whole Year ,Madhya Pradesh,202,91,904.1,31475.64,34.34,0.369
1220,Arecanut,2003,Whole Year ,Andhra Pradesh,311,221,826,30782.78,74.64,0.704
1958,Jowar,2006,Summer     ,Puducherry,4,7,1434.5875,510.84,0.88,1.75
15891,Garlic,2017,Rabi       ,Uttar Pradesh,35219,188609,652.1,5544879.36,13383.22,5.3396875
1457,Horse-gram,2003,Kharif     ,Tamil Nadu,68092,18240,345.6,6739746.16,16342.08,0.273043478
7808,Jowar,2001,Kharif     ,Tamil Nadu,317233,274842,481.3,32399006.29,82480.58,1.009583333
8973,Jowar,2004,Kharif     ,Delhi,9208,6350,651.9,997594.72,1933.68,0.69
11023,Other Kharif pulses,2009,Kharif     ,Chhattisgarh,6959,1596,956.9,1084351.38,1183.03,0.225294118
2417,Rice,2007,Kharif     ,Tamil Nadu,1789170,5039954,1067.2,238675278,286267.2,3.213793103
10278,Turmeric,2007,Kharif     ,Himachal Pradesh,142,72,1095.4,18942.8,22.72,0.476666667
14889,Onion,2016,Rabi       ,Gujarat,42408,1104672,710.5,6499026,14842.8,26.38703704
16652,Peas & beans (Pulses),2019,Rabi       ,Arunachal Pradesh,3704,5432,2433.3,636199.04,1370.48,1.773333333
11300,Barley,2009,Rabi       ,Uttarakhand,22206,24831,847.8,3460138.92,3775.02,1.226153846
13650,Tobacco,2014,Whole Year ,Bihar,10593,18669,1061,1599119.28,3495.69,1.788333333
3063,Moong(Green Gram),2009,Whole Year ,Tamil Nadu,138138,47673,928.5,21524663.16,23483.46,0.410322581
14235,Mesta,2015,Kharif     ,Chhattisgarh,1163,2115,1136,183649.33,383.79,2.08
10069,Cotton(lint),2007,Kharif     ,Andhra Pradesh,1134000,3489000,1004.2,151275600,181440,2.668
5182,Banana,2017,Whole Year ,Assam,53082,913272,2098.563636,8357230.08,20171.16,16.84185185
18958,Tapioca,2004,Kharif     ,Mizoram,77,494,2640.8,8342.18,16.17,7.08
5649,Potato,2018,Kharif     ,Karnataka,21372,169235,1419.1,3466538.4,7480.2,8.165862069
19313,Potato,2007,Winter     ,Odisha,8514,94255,1633.8,1135767.6,1362.24,9.788
10225,Castor seed,2007,Kharif     ,Haryana,2098,1900,443.8,279873.2,335.68,0.762
4057,Rice,2013,Rabi       ,Meghalaya,13444,58685,2448.4,1942523.56,3629.88,2.396363636
12253,Small millets,2011,Rabi       ,Maharashtra,9300,4220,1174.095455,1557936,3069,0.596666667
1218,Urad,2002,Rabi       ,West Bengal,13493,8636,1629.1,1277382.31,3373.25,0.604545455
14487,Horse-gram,2015,Kharif     ,Nagaland,490,520,1308.3,77375.9,161.7,1.040909091
14272,Jowar,2015,Kharif     ,Gujarat,74697,102483,584.3,11795403.27,24650.01,1.305
17869,Dry chillies,2009,Kharif     ,Jammu and Kashmir,603,614,751.7,93959.46,102.51,0.973636364
8674,Sunflower,2003,Kharif     ,Nagaland,2500,5000,1709.8,247450,600,2.05375
17998,Rapeseed &Mustard,2012,Rabi       ,Jammu and Kashmir,59861,48934,1116.7,9027038.8,18556.91,0.896315789
17820,Groundnut,2007,Kharif     ,Jammu and Kashmir,3,2,1042.2,400.2,0.48,0.5
4035,Turmeric,2013,Whole Year ,Kerala,2430,6253,3255.4,351110.7,656.1,2.362857143
746,Sesamum,2000,Whole Year ,West Bengal,107161,92276,1907.7,10519995.37,27861.86,0.736111111
13718,Moong(Green Gram),2014,Summer     ,Gujarat,35984,18252,605.6,5432144.64,11874.72,0.526
14803,Onion,2016,Rabi       ,Bihar,13634,161682,1205.6,2089410.5,4771.9,10.70864865
17870,Garlic,2009,Kharif     ,Jammu and Kashmir,114,86,751.7,17763.48,19.38,0.755
2715,Wheat,2008,Rabi       ,Meghalaya,416,739,3114.3,59504.64,37.44,1.245
13418,Groundnut,2013,Rabi       ,Telangana,188660,323072,1348.7,27259483.4,50938.2,1.644444444
16463,Rice,2018,Kharif     ,Telangana,1189264,4135049,1350.3,192898620.8,416242.4,3.3065625
14417,Rice,2015,Kharif     ,Maharashtra,1471400,2517100,875.7,232348774,485562,1.334583333
731,Mesta,2000,Kharif     ,West Bengal,10891,83630,1907.7,1069169.47,2831.66,6.860833333
1647,Horse-gram,2004,Kharif     ,Tamil Nadu,67513,20110,1034,7314358.42,14177.73,0.3068
15210,Jowar,2016,Kharif     ,Tripura,683,546,2475.3,104669.75,239.05,0.79625
18515,Onion,2004,Whole Year ,Manipur,500,1060,1613.3,54170,105,2.094
11806,Arhar/Tur,2010,Kharif     ,Tripura,1207,923,2348.3,200494.77,289.68,0.765
544,Banana,2000,Whole Year ,Assam,42534,590095,1965.5,4175562.78,11058.84,13.73217391
14755,Urad,2015,Kharif     ,West Bengal,63103,43563,1717,9964594.73,20823.99,0.580625
6231,Rice,1997,Whole Year ,Gujarat,672600,1042300,798.9,64011342,208506,1.665
17856,Bajra,2009,Kharif     ,Delhi,1586,2979,528.4,247130.52,269.62,1.88
4615,Linseed,2015,Rabi       ,Karnataka,4961,600,1024.9,783391.51,1637.13,0.109333333
4422,Cowpea(Lobia),2015,Kharif     ,Andhra Pradesh,11043,9696,940.7,1743800.13,3644.19,0.77125
16346,Arhar/Tur,2018,Rabi       ,Mizoram,46,41,1665.2,7461.2,16.1,0.89
16155,Tobacco,2018,Rabi       ,Gujarat,115855,203338,1125.4,18791681,40549.25,1.723333333
3238,Moong(Green Gram),2010,Rabi       ,Karnataka,10263,2702,1317.7,1704786.93,2463.12,0.262
10201,Guar seed,2007,Whole Year ,Gujarat,195800,129600,1021.6,26119720,31328,0.753333333
5558,Urad,2018,Rabi       ,Assam,59866,39815,2372.9,9710265.2,20953.1,0.668518519
9922,Peas & beans (Pulses),2006,Kharif     ,Nagaland,1700,2010,1362.5,217107,374,1.18625
1966,Tapioca,2006,Kharif     ,Puducherry,357,14141,1434.5875,45592.47,78.54,26.93
19546,Maize,2014,Winter     ,Odisha,180,302,1536.9,27172.8,59.4,2.656363636
11630,Cowpea(Lobia),2010,Kharif     ,Madhya Pradesh,2872,662,856.3,477067.92,689.28,0.2088
7863,Other Kharif pulses,2001,Kharif     ,Uttarakhand,11054,6408,1541.3,1128945.02,2874.04,0.58
11960,Jute,2010,Kharif     ,West Bengal,568463,8137465,1096,94427388.93,136431.12,15.62588235
9107,Wheat,2004,Rabi       ,Maharashtra,755700,1016300,1052,81872538,158697,1.199666667
12833,Peas & beans (Pulses),2012,Rabi       ,Nagaland,7020,7340,1296.6,1058616,2176.2,1.044545455
12610,Moong(Green Gram),2012,Summer     ,Gujarat,23600,11900,460.6,3558880,7316,0.691818182
10543,Onion,2008,Whole Year ,Bihar,14805,137545,1197.7,2117707.2,1332.45,8.775714286
16739,Potato,2019,Kharif     ,Chhattisgarh,1741,10093,1420.3,299034.16,644.17,6.59375
2092,Gram,2006,Kharif     ,Karnataka,134069,18350,1146.3,17121951.99,29495.18,0.164285714
15307,Turmeric,2016,Whole Year ,Uttarakhand,855,1749,1580.9,131028.75,299.25,1.975
7420,Sugarcane,2000,Whole Year ,Uttar Pradesh,1938366,106067503,874.4,190289390.2,503975.16,50.03478261
12056,Other  Rabi pulses,2011,Rabi       ,Chhattisgarh,3143,480,1302.7,526515.36,1037.19,0.229166667
15924,Wheat,2017,Rabi       ,Uttar Pradesh,9752941,35645666,652.1,1535503031,3706117.58,3.649866667
11686,Ragi,2010,Kharif     ,Maharashtra,120000,117500,1389,19933200,28800,1.044166667
0,Arecanut,1997,Whole Year ,Assam,73814,56708,2051.4,7024878.38,22882.34,0.796086957
4471,Urad,2015,Kharif     ,Andhra Pradesh,44016,30921,940.7,6950566.56,14525.28,0.786153846
4852,Linseed,2016,Rabi       ,Assam,4970,3023,2296.8,761652.5,1739.5,0.602857143
15830,Onion,2017,Rabi       ,Telangana,9378,341048,815.7,1476472.32,3563.64,34.61428571
10193,Banana,2007,Whole Year ,Gujarat,31200,2033100,1021.6,4162080,4992,57.96166667
15416,Mesta,2017,Kharif     ,Bihar,20727,30647,1112,3263258.88,7876.26,1.500769231
7720,Tapioca,2001,Whole Year ,Mizoram,307,1479,2406.4,31353.91,79.82,5.7375
6934,Sannhamp,1999,Whole Year ,Odisha,11450,37050,1484.3,1215188.5,3091.5,3.852
9747,Gram,2006,Rabi       ,Gujarat,197000,187200,1056.2,25158870,43340,1.028
2080,Bajra,2006,Rabi       ,Karnataka,44,43,1146.3,5619.24,9.68,0.95
12828,Maize,2012,Kharif     ,Nagaland,63530,124580,1296.6,9580324,19694.3,1.955454545
15650,Sunflower,2017,Rabi       ,Madhya Pradesh,2100,2100,800,330624,798,1
2285,Maize,2007,Kharif     ,Assam,18362,13317,2154.1,2449490.8,2937.92,0.60962963
9798,Arhar/Tur,2006,Kharif     ,Himachal Pradesh,150,51,1207,19156.5,33,0.345
12436,Rice,2011,Kharif     ,Uttarakhand,261319,544497,1564.7,43776158.88,86235.27,1.684615385
13305,Sunflower,2013,Summer     ,Maharashtra,4200,3700,1409.8,606858,1134,0.88375
11623,Arhar/Tur,2010,Kharif     ,Madhya Pradesh,638175,201663,856.3,106007249.2,153162,0.3098
4864,Rice,2016,Summer     ,Assam,408132,1131872,2296.8,62546229,142846.2,2.412692308
9059,Ragi,2004,Kharif     ,Madhya Pradesh,403,112,895.7,43661.02,84.63,0.302
11888,Sugarcane,2010,Whole Year ,Uttarakhand,102402,6235474,1419,17009996.22,24576.48,61.34
3298,Linseed,2010,Rabi       ,Meghalaya,82,39,3119.7,13621.02,19.68,0.48
16545,Small millets,2018,Summer     ,Uttar Pradesh,63,57,792.8,10218.6,22.05,0.95
19536,Urad,2013,Winter     ,Odisha,54210,16697,1632.4,7832802.9,14636.7,0.322758621
6258,Jowar,1997,Rabi       ,Maharashtra,3487000,1357500,1156.1,331857790,1080970,0.442083333
18060,Cashewnut,2013,Kharif     ,Puducherry,147,53,1083.2,21240.03,39.69,0.425
3660,Tobacco,2012,Whole Year ,Andhra Pradesh,134000,265000,968.7,20207200,41540,2.56
18083,Rice,2013,Summer     ,Puducherry,3769,12965,1083.2,544582.81,1017.63,3.41
16411,Barley,2018,Rabi       ,Punjab,6800,25500,585.5,1102960,2380,3.77
8743,Masoor,2003,Rabi       ,Uttar Pradesh,571992,515023,1075.6,56615768.16,137278.08,0.887142857
13980,Masoor,2014,Rabi       ,Telangana,54,21,746.4,8151.84,17.82,0.39
4139,Horse-gram,2014,Rabi       ,Andhra Pradesh,24562,10784,687.6,3707879.52,8105.46,0.434166667
15532,Garlic,2017,Whole Year ,Haryana,4420,51356,417.1,695884.8,1679.6,12.01368421
18554,Rice,2005,Kharif     ,Manipur,166260,386070,1585.4,19937899.2,34914.6,2.238888889
6320,Rice,1997,Kharif     ,Uttar Pradesh,5726527,12262794,473.9,544993574.6,1775223.37,2.037
10975,Maize,2009,Autumn     ,Bihar,234920,401472,889.3,36605234.4,39936.4,1.760526316
4664,Ginger,2015,Whole Year ,Kerala,4986.01,22044,2602.9,787340.8391,1645.3833,3.549285714
8280,Safflower,2002,Rabi       ,Odisha,1250,500,1102.8,118337.5,312.5,0.51
17228,Tobacco,2019,Summer     ,Uttar Pradesh,250,461,814.5,42940,92.5,1.946666667
4742,Coconut ,2016,Whole Year ,Andhra Pradesh,102548,1415300000,890,15715481,35891.8,13934.1225
19638,Ragi,2017,Summer     ,Odisha,110,75,1344.4,17318.4,41.8,0.643333333
4078,Coriander,2013,Whole Year ,Tamil Nadu,7527,2614,740.9,1087576.23,2032.29,0.349166667
17062,Ragi,2019,Winter     ,Odisha,25919,18778,1593.9,4451847.44,9590.03,0.5725
6712,Sugarcane,1999,Whole Year ,Gujarat,201400,14065000,458.9,21374582,54378,73.26
15094,Cotton(lint),2016,Kharif     ,Nagaland,130,80,1959.8,19922.5,45.5,0.615
9092,Ragi,2004,Kharif     ,Maharashtra,144600,147200,1052,15665964,30366,1.013333333
7567,Potato,2001,Whole Year ,Gujarat,32300,802000,666.5,3298799,8398,22.995
7255,Sugarcane,2000,Whole Year ,Maharashtra,595300,49568700,1057.8,58440601,154778,77.65407407
7485,Other  Rabi pulses,2001,Rabi       ,Bihar,7142,4772,1247,729412.46,1856.92,0.708181818
10616,Cotton(lint),2008,Kharif     ,Gujarat,2353600,7013800,746.1,336658944,211824,3.120434783
1180,Groundnut,2002,Kharif     ,West Bengal,1368,1317,1629.1,129508.56,342,1.1625
2975,Rapeseed &Mustard,2009,Rabi       ,Karnataka,5116,1493,1321,797175.12,869.72,0.29
3229,Jowar,2010,Kharif     ,Karnataka,218192,335373,1317.7,36243873.12,52366.08,1.517727273
6876,Sunflower,1999,Rabi       ,Maharashtra,241400,141800,1166.5,25619782,65178,0.595
17262,Tobacco,2019,Whole Year ,Uttarakhand,3,6,1378.9,515.28,1.11,2
18992,Other Kharif pulses,2008,Kharif     ,Mizoram,2561,1798,1912.1,366325.44,230.49,0.8175
14020,Maize,2014,Kharif     ,Tripura,4519,5963,2015.7,682188.24,1491.27,1.30875
9671,Peas & beans (Pulses),2006,Rabi       ,Bihar,23662,22002,1052.8,3021874.02,5205.64,0.93
18586,Other Kharif pulses,2006,Kharif     ,Manipur,3710,1890,1533.561905,473804.1,816.2,0.568571429
5206,Small millets,2017,Kharif     ,Assam,5233,3058,2098.563636,823883.52,1988.54,0.610384615
16325,Cowpea(Lobia),2018,Kharif     ,Manipur,964,981,1196.9,156360.8,337.4,1.052222222
15221,Peas & beans (Pulses),2016,Rabi       ,Tripura,3200,2816,2475.3,490400,1120,0.86875
11492,Khesari,2010,Rabi       ,Chhattisgarh,359198,223624,1283.1,59666379.78,86207.52,0.625
10589,Onion,2008,Whole Year ,Chhattisgarh,4332,22242,1117.9,619649.28,389.88,5.273125
13652,Wheat,2014,Rabi       ,Bihar,2154423,3570211,1061,325231696.1,710959.59,1.676315789
2791,Sesamum,2008,Summer     ,West Bengal,200506,131812,1560.1,28680378.24,18045.54,0.773529412
4360,Arecanut,2014,Whole Year ,Tamil Nadu,6732,8837,911.3,1016262.72,2221.56,1.561904762
4644,Sugarcane,2015,Whole Year ,Karnataka,449586,36314129,1024.9,70994125.26,148363.38,85.546
18984,Tapioca,2007,Kharif     ,Mizoram,63,82,3095.2,8404.2,10.08,1.3
3223,Ginger,2010,Whole Year ,Karnataka,46469,168165,1317.7,7718965.59,11152.56,3.717894737
5020,Arhar/Tur,2016,Kharif     ,Tamil Nadu,56560,37053,912.4,8667820,19796,0.591034483
1171,Barley,2002,Rabi       ,West Bengal,2459,2341,1629.1,232793.53,614.75,0.843333333
6044,Small millets,2019,Kharif     ,Kerala,30,22,3119.2,5152.8,11.1,0.73
9990,Linseed,2006,Rabi       ,Uttar Pradesh,33759,11855,590.5,4311361.89,7426.98,0.325217391
16933,Maize,2019,Rabi       ,Maharashtra,297952,795312,1555.8,51176235.52,110242.24,2.171333333
10717,Jowar,2008,Rabi       ,Madhya Pradesh,2641,3177,895,377768.64,237.69,1.74
13047,Jute,2013,Kharif     ,Bihar,104883,1498039,1069.9,15154544.67,28318.41,14.13615385
10838,Masoor,2008,Rabi       ,Punjab,1100,600,691.3,157344,99,0.693333333
1792,Potato,2005,Rabi       ,Karnataka,5416,97924,1316.2,649486.72,1137.36,17.84
1419,Tapioca,2003,Whole Year ,Meghalaya,3974,20588,3321.3,393346.52,953.76,6.367142857
1133,Turmeric,2002,Whole Year ,Kerala,3140,6938,2511.2,297263.8,785,2.062857143
12068,Soyabean,2011,Kharif     ,Chhattisgarh,103220,84641,1302.7,17291414.4,34062.6,0.848181818
8324,Onion,2002,Whole Year ,Uttarakhand,1920,8839,1610.3,181766.4,480,6.455384615
4133,Ginger,2014,Kharif     ,Andhra Pradesh,391,1118,687.6,59025.36,129.03,3.0625
19072,Oilseeds total,2003,Whole Year ,Arunachal Pradesh,28024,28478,2782.2,2773815.52,6725.76,0.991333333
12713,Jowar,2012,Rabi       ,Madhya Pradesh,2469,4975,1049.5,372325.2,765.39,3.05875
10081,Mesta,2007,Kharif     ,Andhra Pradesh,57000,501000,1004.2,7603800,9120,8.165
7536,Sesamum,2001,Kharif     ,Chhattisgarh,23601,5711,1550,2410370.13,6136.26,0.246875
7630,Soyabean,2001,Kharif     ,Himachal Pradesh,661,725,918.1,67507.93,171.86,1.17625
6614,Bajra,1998,Kharif     ,Uttar Pradesh,842795,979347,743.4,83268146,244410.55,1.110714286
15048,Cashewnut,2016,Whole Year ,Manipur,31,19,2039.8,4750.75,10.85,0.585
18564,Groundnut,2005,Kharif     ,Puducherry,1175,2302,1434.5875,140906,246.75,1.84
7237,Jowar,2000,Rabi       ,Maharashtra,3183500,1589000,1057.8,312524195,827710,0.583214286
5544,Other  Rabi pulses,2018,Rabi       ,Assam,14865,12264,2372.9,2411103,5202.75,0.664074074
11298,Arhar/Tur,2009,Kharif     ,Uttarakhand,1931,1320,847.8,300888.42,328.27,0.629166667
16174,Moong(Green Gram),2018,Kharif     ,Haryana,30947,20902,533.2,5019603.4,10831.45,0.566875
11979,Rice,2010,Autumn     ,West Bengal,212132,453439,1096,35237246.52,50911.68,2.081666667
8888,Garlic,2004,Whole Year ,Bihar,2479,3735,1147.8,268574.86,520.59,1.527741935
5420,Bajra,2018,Rabi       ,Andhra Pradesh,1182,1586,1220.5,191720.4,413.7,1.353333333
11469,Sesamum,2010,Kharif     ,Bihar,2558,2015,629.2,424909.38,613.92,0.7825
16133,Maize,2018,Kharif     ,Gujarat,310536,549680,1125.4,50368939.2,108687.6,1.835238095
19493,Rice,2012,Winter     ,Odisha,3188000,7658000,1430.2,480750400,988280,2.490666667
4635,Rapeseed &Mustard,2015,Kharif     ,Karnataka,1605,350,1024.9,253445.55,529.65,0.18875
16608,Linseed,2018,Rabi       ,West Bengal,3945,1759,2012.6,639879,1380.75,0.437058824
10650,Garlic,2008,Whole Year ,Haryana,492,3100,715.6,70375.68,44.28,2.916666667
9454,Arhar/Tur,2005,Kharif     ,Madhya Pradesh,319473,237688,1032.7,38311202.16,67089.33,0.65
11878,Other Kharif pulses,2010,Kharif     ,Uttarakhand,13019,12300,1419,2162586.09,3124.56,0.893636364
11561,Arhar/Tur,2010,Kharif     ,Haryana,21927,23700,639.2,3642293.97,5262.48,0.822105263
3911,Peas & beans (Pulses),2013,Rabi       ,Assam,31246,26509,1797.7,4514734.54,8436.42,0.819259259
11704,Cowpea(Lobia),2010,Kharif     ,Manipur,890,970,2160.5,147837.9,213.6,1.156666667
8411,Coriander,2003,Whole Year ,Chhattisgarh,3958,1159,1643.7,391762.84,949.92,0.265333333
14842,Masoor,2016,Rabi       ,Chhattisgarh,17080,6342,1298.9,2617510,5978,0.320869565
11064,Potato,2009,Whole Year ,Gujarat,47300,987900,618,7370286,8041,18.8975
15012,Gram,2016,Rabi       ,Maharashtra,1929130,1940925,1151.1,295639172.5,675195.5,0.9825
7652,Maize,2001,Kharif     ,Madhya Pradesh,843065,1672641,955,86102228.45,219196.9,1.943555556
9075,Castor seed,2004,Kharif     ,Maharashtra,12300,3500,1052,1332582,2583,0.253181818
3493,Ragi,2011,Kharif     ,Karnataka,638473,1086824,1178.986364,106956997,210696.09,1.47
12697,Wheat,2012,Rabi       ,Himachal Pradesh,350121,656543,1035,52798246.8,108537.51,1.894166667
8101,Small millets,2002,Kharif     ,Karnataka,54492,30611,860.8,5158757.64,13623,0.561904762
18310,Wheat,2018,Rabi       ,Delhi,19220,82876,678.5,3117484,6727,4.31
14705,Rice,2015,Autumn     ,Jharkhand,145866,88110,1085.6,23033700.06,48135.78,0.606956522
16581,Sesamum,2018,Kharif     ,Uttarakhand,1848,550,1373,299745.6,646.8,0.260833333
2797,Sunflower,2008,Kharif     ,West Bengal,10127,11007,1560.1,1448566.08,911.43,1.159375
16679,Linseed,2019,Rabi       ,Bihar,8254,6974,1194.7,1417707.04,3053.98,0.849655172
19327,Urad,2007,Winter     ,Odisha,106962,35299,1633.8,14268730.8,17113.92,0.297333333
9303,Sesamum,2005,Kharif     ,Bihar,3188,2554,907.8,382304.96,669.48,0.83037037
4435,Jowar,2015,Rabi       ,Andhra Pradesh,130217,308430,940.7,20562566.47,42971.61,2.749090909
6197,Rice,1997,Winter     ,Bihar,4238204,6004120,1303.7,403349874.7,1313843.24,1.354363636
17740,Coriander,2005,Whole Year ,Uttar Pradesh,5591,3200,751.9,670472.72,1174.11,0.578387097
10350,Urad,2007,Kharif     ,Maharashtra,563800,320200,1257.2,75210920,90208,0.594242424
485,Tobacco,1999,Whole Year ,West Bengal,11442,6694,2318.1,1214339.46,3089.34,0.592
12310,Gram,2011,Rabi       ,Nagaland,750,540,1544.354545,125640,247.5,0.714545455
1321,Bajra,2003,Rabi       ,Karnataka,117,105,867.6,11580.66,28.08,0.9
12975,Wheat,2012,Rabi       ,Uttarakhand,349669,853769,1309.8,52730085.2,108397.39,1.954615385
18301,Wheat,2017,Rabi       ,Jammu and Kashmir,299336,640196,1279.1,47127459.84,113747.68,1.645
6898,Sunflower,1999,Kharif     ,Nagaland,1000,1120,1782.2,106130,270,1.138571429
14158,Potato,2014,Rabi       ,West Bengal,409805,13878709,1483.5,61864162.8,135235.65,30.99555556
4053,Peas & beans (Pulses),2013,Rabi       ,Meghalaya,2207,4154,2448.4,318889.43,595.89,1.666363636
16618,Other  Rabi pulses,2018,Rabi       ,West Bengal,700,525,2012.6,113540,245,0.75
12671,Garlic,2012,Rabi       ,Himachal Pradesh,4298,6026,1035,648138.4,1332.38,1.256666667
18399,Onion,1997,Kharif     ,Manipur,2,5,2053.3,190.34,0.62,2.5
14010,Urad,2014,Kharif     ,Telangana,19851,13022,746.4,2996706.96,6550.83,0.66875
2499,Ragi,2008,Rabi       ,Puducherry,4,9,1434.5875,572.16,0.36,2.25
11568,Garlic,2010,Whole Year ,Haryana,750,800,639.2,124582.5,180,0.394444444
8357,Rice,2002,Autumn     ,Jharkhand,136359.61,89082,1041.2,12909164.28,34089.9025,1.516666667
12603,Guar seed,2012,Whole Year ,Gujarat,207100,128500,460.6,31230680,64201,2.929411765
909,Cardamom,2001,Whole Year ,Kerala,41336,8380,2946.7,4221645.68,10747.36,0.057272727
1583,Cashewnut,2004,Whole Year ,Kerala,81547,60584,2880.2,8834801.98,17124.87,0.56
5375,Dry chillies,2017,Whole Year ,Tamil Nadu,44120,18108,970.9,6946252.8,16765.6,0.707741935
